code;control_digit;name_de;name_en
31711110;7;Sender-Empfänger;Transceivers
31711120;0;Signalwandler;Transducers
31711130;3;Widerstände;Resistors
31711131;0;Elektrische Widerstände;Electrical resistors
31711140;6;Elektroden;Electrodes
31711150;9;Elektrische Kondensatoren;Electrical capacitors
31711151;6;Festkondensatoren;Fixed capacitors
31711152;3;Drehkondensatoren oder regelbare Kondensatoren;Variable or adjustable capacitors
31711154;0;Kondensatorbatterien;Capacitor banks
31711155;7;Kondensatornetze;Capacitor networks
31711200;5;Elektronische Anzeigen;Electronic scoreboards
31711300;6;Elektronische Zeiterfassungssysteme;Electronic timekeeping systems
31711310;9;Anwesenheitserfassungssystem;System for recording attendance
31711400;7;Röhren und Elektronenröhren;Valves and tubes
31711410;0;Kathodenstrahlröhren für Fernsehempfangsgeräte;Cathode-ray television picture tubes
31711411;7;Fernsehaufnahmeröhren;Television camera tubes
31711420;3;Mikrowellenröhren und -ausstattung;Microwave tubes and equipment
31711421;0;Magnetrone;Magnetrons
31711422;7;Mikrowellenausstattung;Microwave equipment
31711423;4;Richtfunkausrüstung;Microwave radio equipment
31711424;1;Klystrone;Klystrons
31711430;6;Elektronenröhren;Valve tubes
31711440;9;Empfänger- oder Verstärkerröhren;Receiver or amplifier valves and tubes
31711500;8;Teile für elektronische Baugruppen;Parts of electronic assemblies
31711510;1;Teile für elektrische Kondensatoren;Parts of electrical capacitors
31711520;4;Teile für elektrische Widerstände, Rheostate und Potenziometer;Parts of electrical resistors, rheostats and potentiometers
31711530;7;Teile für Elektronenröhren;Parts of electronic valves and tubes
31712000;0;Mikroelektronische Maschinen und Geräte und Mikrosysteme;Microelectronic machinery and apparatus and microsystems
31712100;1;Mikroelektronische Maschinen und Geräte;Microelectronic machinery and apparatus
31712110;4;Elektronische integrierte Schaltungen und Mikrobausteine;Electronic integrated circuits and microassemblies
31712111;1;Telefonkarten;Phone cards
31712112;8;SIM-Karten;SIM cards
31712113;5;Karten mit integrierten Schaltungen;Cards containing integrated circuits
31712114;2;Integrierte elektronische Schaltungen;Integrated electronic circuits
31712115;9;Zusammengesetzte Mikroschaltungen;Microassemblies
31712116;6;Mikroprozessoren;Microprocessors
31712117;3;Baugruppen aus integrierten Schaltungen;Integrated circuit packages
31712118;0;Sockel oder Fassungen für integrierte Schaltungen;Integrated circuit sockets or mounts
31712119;7;Abdeckungen für integrierte Schaltungen;Integrated circuit lids
31712200;2;Mikrosysteme;Microsystems
31712300;3;Gedruckte Schaltungen;Printed circuits
31712310;6;Bestückte Leiterplatten;Populated printed circuit boards
31712320;9;Nichtbestückte Leiterplatten;Unpopulated printed circuit boards
31712330;2;Halbleiter;Semiconductors
31712331;9;Photovoltaische Zellen;Photovoltaic cells
31712332;6;Thyristoren;Thyristors
31712333;3;Diacs;Diacs
31712334;0;Triacs;Triacs
31712335;7;Optische Entkoppler;Optical coupled isolators
31712336;4;Quarzoszillatoren;Crystal oscillators
31712340;5;Dioden;Diodes
31712341;2;Leuchtdioden;Light-emitting diodes
31712342;9;Mikrowellen und Kleinsignaldioden;Microwave or small signal diodes
31712343;6;Zener-Dioden;Zener diodes
31712344;3;Schottky-Dioden;Schottky diodes
31712345;0;Tunneldioden;Tunnel diodes
31712346;7;Fotodioden;Photosensitive diodes
31712347;4;Leistungsdioden oder Solarzellen;Power or solar diodes
31712348;1;Laserdioden;Laser diodes
31712349;8;Hochfrequenzdioden (HF-Dioden);Radio frequency (RF) diodes
31712350;8;Transistoren;Transistors
31712351;5;Fototransistoren;Photo sensitive transistors
31712352;2;Feldeffekttransistoren (FET);Field effect transistors (FET)
31712353;9;Metalloxid-Feldeffekttransistoren (MOSFET);Metal oxide field effect transistors (MOSFET)
31712354;6;Transistorchips;Transistor chips
31712355;3;Bipolare Darlington- oder Hochfrequenztransistoren (HF-Transistoren);Bipolar darlington or radio frequency (RF) transistors
31712356;0;Unijunktion-Transistoren;Unijunction transistors
31712357;7;Bipolare Transistoren mit isoliertem Gate (IGBT);Insulated gate bipolar transistors (IGBT)
31712358;4;Sperrschichtfeldeffekttransistoren (JFET);Junction field effect transistors (JFET)
31712359;1;Bipolare Sperrschicht-Transistoren (BJT);Bipolar junction transistors (BJT)
31712360;1;Montierte piezoelektrische Kristalle;Mounted piezo-electric crystals
31720000;9;Elektromechanische Ausrüstung;Electromechanical equipment
31730000;2;Elektrotechnische Ausstattung;Electrotechnical equipment
31731000;9;Elektrotechnischer Bedarf;Electrotechnical supplies
31731100;0;Module;Modules
32000000;3;Rundfunk- und Fernsehgeräte, Kommunikations- und Fernmeldeanlagen und Zubehör;Radio, television, communication, telecommunication and related equipment
32200000;5;Sendegeräte für den Funksprech- oder Funktelegrafieverkehr, Rundfunk oder Fernsehen;Transmission apparatus for radiotelephony, radiotelegraphy, radio broadcasting and television
32210000;8;Bild- und Tonübertragungseinrichtung;Broadcasting equipment
32211000;5;Produktionsausrüstung für Rundfunk und Fernsehen;Broadcast production equipment
32220000;1;Sendegeräte für Fernsehen ohne eingebautes Empfangsgerät;Television transmission apparatus without reception apparatus
32221000;8;Funkbaken;Radio beacons
32222000;5;Bildsignalcodiermaschinen;Video-signal coding machines
32223000;2;Bildsendegerät;Video transmission apparatus
32224000;9;Sendegeräte für Fernsehen;Television transmission apparatus
32230000;4;Funksendegeräte mit eingebautem Empfangsgerät;Radio transmission apparatus with reception apparatus
32231000;1;Fernsehgeräte im Kurzschlussbetrieb;Closed-circuit television apparatus
32232000;8;Videokonferenzeinrichtungen;Video-conferencing equipment
32233000;5;Funkfrequenzverstärker;Radio-frequency booster stations
32234000;2;Fernsehkameras im Kurzschlussbetrieb;Closed-circuit television cameras
32235000;9;Betriebsüberwachungssystem;Closed-circuit surveillance system
32236000;6;Funktelefone;Radio telephones
32237000;3;Walkie-Talkies;Walkie-talkies
32240000;7;Fernsehkameras;Television cameras
32250000;0;Mobilfunkgeräte;Mobile telephones
32251000;7;Autotelefone;Car telephones
32251100;8;Freisprecheinrichtungen;Hands-free set
32252000;4;GSM-Telefone;GSM telephones
32252100;5;Freisprech-Mobiltelefone;Hands-free mobile telephones
32252110;8;Freisprech-Mobiltelefone (drahtlos);Hands-free mobile telephones (wireless)
32260000;3;Datenübertragungsanlagen;Data-transmission equipment
32270000;6;Digitale Übertragungsgeräte;Digital transmission apparatus
32300000;6;Rundfunk- und Fernsehgeräte sowie Ton- und Bildaufnahme- und -wiedergabegeräte;Television and radio receivers, and sound or video recording or reproducing apparatus
32310000;9;Rundfunkempfangsgeräte;Radio broadcast receivers
32320000;2;Fernseh- und audiovisuelle Geräte;Television and audio-visual equipment
32321000;9;Fernsehbildprojektionseinrichtungen;Television projection equipment
32321100;0;Film- und Videoausrüstung;Film equipment
32321200;1;Audiovisuelle Geräte;Audio-visual equipment
32321300;2;Audiovisueller Bedarf;Audio-visual materials
32322000;6;Multimediaausrüstung;Multimedia equipment
32323000;3;Video-Kontrollschirme;Video monitors
32323100;4;Farbbildmonitore;Colour video monitors
32323200;5;Schwarzweißmonitore;Monochrome video monitors
32323300;6;Videoausrüstung;Video equipment
32323400;7;Video-Playback-Gerät;Video-playback equipment
32323500;8;Video-Überwachungssystem;Video-surveillance system
32324000;0;Fernsehgeräte;Televisions
32324100;1;Farbfernsehgeräte;Colour televisions
32324200;2;Schwarzweißfernsehgeräte;Monochrome televisions
32324300;3;Fernsehausrüstung;Television equipment
32324310;6;Satellitenantennen;Satellite antennas
32324400;4;Fernsehantennen;Television aerials
32324500;5;Videotuner;Video tuners
32324600;6;Digital-TV-Boxen;Digital-TV boxes
32330000;5;Geräte zur Bild- und Tonaufzeichnung und -wiedergabe;Apparatus for sound, video-recording and reproduction
32331000;2;Plattenteller;Turntables
32331100;3;Plattenspieler;Record players
32331200;4;Kassettenabspielgeräte;Cassette players
32331300;5;Tonwiedergabegeräte;Sound-reproduction apparatus
32331500;7;Aufzeichnungsgeräte;Recorders
32331600;8;MP3-Spieler;MP3 player
32332000;9;Tonbandgeräte;Magnetic tape recorders
32332100;0;Diktiergeräte;Dictating machines
32332200;1;Anrufbeantworter;Telephone-answering machines
32332300;2;Tonaufzeichnungsgeräte;Sound recorders
32333000;6;Videoaufzeichnungs- und -wiedergabegeräte;Video recording or reproducing apparatus
32333100;7;Videorecorder;Video recorders
32333200;8;Camcorder;Video camcorders
32333300;9;Video-Wiedergabegeräte;Video-reproducing apparatus
32333400;0;Videoabspielgeräte;Video players
32340000;8;Mikrofone und Lautsprecher;Microphones and loudspeakers
32341000;5;Mikrofone;Microphones
32342000;2;Lautsprecher;Loudspeakers
32342100;3;Kopfhörer;Headphones
32342200;4;Ohrhörer;Earphones
32342300;5;Mikrofone und Sprechgeräte;Microphones and speaker sets
32342400;6;Akustische Geräte;Acoustic devices
32342410;9;Akustische Ausrüstung;Sound equipment
32342411;6;Miniaturlautsprecher;Mini speakers
32342412;3;Lautsprecherboxen;Speakers
32342420;2;Studiomischpult;Studio mixing console
32342430;5;System zur Komprimierung von Sprache;Speech-compression system
32342440;8;Voice-Mail-System;Voice-mail system
32342450;1;Sprachaufzeichnungsgeräte;Voice recorders
32343000;9;Verstärker;Amplifiers
32343100;0;Tonfrequenzverstärker;Audio-frequency amplifiers
32343200;1;Megafone;Megaphones
32344000;6;Empfangsgeräte für den Funksprech- oder Funktelegrafieverkehr;Reception apparatus for radiotelephony or radiotelegraphy
32344100;7;Taschenempfangsgeräte für Personenruf- oder Personensuchanlagen;Portable receivers for calling and paging
32344110;0;Sprachaufzeichnungssystem;Voice-logging system
32344200;8;Funkempfänger;Radio receivers
32344210;1;Funkausrüstung;Radio equipment
32344220;4;Funkrufempfänger;Radio pagers
32344230;7;Funkstationen;Radio stations
32344240;0;Funkturm;Radio tower
32344250;3;Funkanlagen;Radio installations
32344260;6;Funk- und Multiplexeinrichtung;Radio and multiplex equipment
32344270;9;Funk- und Fernsprechüberwachungssystem;Radio and telephone control system
32344280;2;Tragbare Radiogeräte;Portable radios
32350000;1;Teile für Ton- und Videoanlagen;Parts of sound and video equipment
32351000;8;Zubehör für Ton- und Videoanlagen;Accessories for sound and video equipment
32351100;9;Videomontageeinrichtung;Video-editing equipment
32351200;0;Abschirmungen;Screens
32351300;1;Audiogerätezubehör;Audio equipment accessories
32351310;4;Audiokassetten;Audio cassettes
32352000;5;Antennen und Reflektoren;Aerials and reflectors
32352100;6;Teile für Funk- und Radaranlagen;Parts of radio and radar equipment
32352200;7;Ersatzteile und Zubehör für Radaranlagen;Radar spare parts and accessories
32353000;2;Tonaufzeichnungen;Sound recordings
32353100;3;Schallplatten;Records
32353200;4;Musikkassetten;Music cassettes
32354000;9;Filmprodukte;Film products
32354100;0;Radiologiefilme;Radiology film
32354110;3;Röntgenfilme;X-ray film
32354120;6;Diazofilme;Blue diazo film
32354200;1;Kinofilme;Cinematographic film
32354300;2;Fotofilme;Photographic film
32354400;3;Sofortbildfilme;Instant-print film
32354500;4;Videofilme;Video films
32354600;5;Videokassetten;Video cassettes
32354700;6;Videobänder;Video tapes
32354800;7;Haftfolie;Cling film
32360000;4;Gegensprechanlagen;Intercom equipment
32400000;7;Netzwerke;Networks
32410000;0;Lokales Netz;Local area network
32411000;7;Token-Ring-Netz;Token-ring network
32412000;4;Kommunikationsnetz;Communications network
32412100;5;Fernmeldenetz;Telecommunications network
32412110;8;Internet;Internet network
32412120;1;Intranet;Intranet network
32413000;1;Integriertes Netz;Integrated network
32413100;2;Router für Netzwerke;Network routers
32415000;5;Ethernet-Netz;Ethernet network
32416000;2;ISDN-Netz;ISDN network
32416100;3;ISDX-Netz;ISDX network
32417000;9;Multimedia-Netze;Multimedia networks
32418000;6;Funknetz;Radio network
32420000;3;Netzausrüstung;Network equipment
32421000;0;Netzverkabelung;Network cabling
32422000;7;Netzkomponenten;Network components
32423000;4;Netzwerkspeichen;Network hubs
32424000;1;Netzwerkinfrastruktur;Network infrastructure
32425000;8;Netzbetriebssystem;Network operating system
32426000;5;Netzwerk-Publishing-System;Network publishing system
32427000;2;Netzsystem;Network system
32428000;9;Netzwerkaufrüstung;Network upgrade
32429000;6;Ausrüstung für Telefonnetze;Telephone network equipment
32430000;6;Fernnetz;Wide area network
32440000;9;Telemetrie- und Endgeräte;Telemetry and terminal equipment
32441000;6;Telemetriegeräte;Telemetry equipment
32441100;7;Fernmessüberwachungssystem;Telemetry surveillance system
32441200;8;Telemetrie- und Steuerungssystem;Telemetry and control equipment
32441300;9;Telematiksystem;Telematics system
32442000;3;Endgeräte;Terminal equipment
32442100;4;Klemmenbretter;Terminal boards
32442200;5;Klemmenkästen;Terminal boxes
32442300;6;Arbeitsplatz-Emulatoren;Terminal emulators
32442400;7;Anschlussleisten;Termination blocks
32500000;8;Fernmeldebedarf;Telecommunications equipment and supplies
32510000;1;Drahtloses Fernmeldesystem;Wireless telecommunications system
32520000;4;Fernmeldekabel und -ausrüstung;Telecommunications cable and equipment
32521000;1;Fernmeldekabel;Telecommunications cable
32522000;8;Fernmeldetechnische Geräte;Telecommunications equipment
32523000;5;Fernmeldeeinrichtungen;Telecommunications facilities
32524000;2;Fernmeldesystem;Telecommunications system
32530000;7;Ausrüstung für Satellitenfunk;Satellite-related communications equipment
32531000;4;Ausrüstung für Satelliten-Nachrichtenübertragung;Satellite communications equipment
32532000;1;Parabolantennen;Satellite dishes
32533000;8;Satellitenfunkanlagen;Satellite earth stations
32534000;5;Satellitenplattformen;Satellite platforms
32540000;0;Schaltfelder;Switchboards
32541000;7;Schalttafeleinrichtung;Switchboard equipment
32542000;4;Schalttafelfelder;Switchboard panels
32543000;1;Vermittlungsschränke;Telephone switchboards
32544000;8;Fernsprech-Nebenstellenanlage;PABX equipment
32545000;5;Fernsprechwählsysteme;PABX systems
32546000;2;Digitale Vermittlungsausrüstung;Digital switching equipment
32546100;3;Digitale Schalttafeln;Digital switchboards
32547000;9;Vakuumschalttafeln;Vacuum switchboards
32550000;3;Fernsprechausrüstung;Telephone equipment
32551000;0;Telefonkabel und zugehörige Ausrüstung;Telephone cables and associated equipment
32551100;1;Telefonanschlüsse;Telephone connections
32551200;2;Telefonzentralen;Telephone exchanges
32551300;3;Fernsprechkopfhörergarnituren;Telephone headsets
32551400;4;Telefonnetz;Telephone network
32551500;5;Fernsprechkabel;Telephone cables
32552000;7;Elektrische Geräte für die drahtgebundene Fernsprech- oder Telegrafietechnik;Electrical apparatus for line telephony or line telegraphy
32552100;8;Telefonapparate;Telephone sets
32552110;1;Schnurlose Telefone;Cordless telephones
32552120;4;Notrufsäulen;Emergency telephones
32552130;7;Öffentliche Fernsprecher;Public telephones
32552140;0;Ausrüstung für öffentliche Fernsprecher;Payphone equipment
32552150;3;Telefone für Sehbehinderte;Telephones for visually-impaired
32552160;6;Telefone für Hörgeschädigte;Telephones for hearing-impaired
32552200;9;Fernschreiber;Teleprinters
32552300;0;Telefonische oder telegrafische Schaltgeräte;Telephonic or telegraphic switching apparatus
32552310;3;Digitale Vermittlungen im Fernsprechnetz;Digital telephone exchanges
32552320;6;Multiplexer;Multiplexers
32552330;9;Durchschaltgeräte;Telephone switching apparatus
32552400;1;Niederfrequenzsignalumwandler;Audio-frequency signal conversion apparatus
32552410;4;Modems;Modems
32552420;7;Frequenzumsetzer;Frequency converter
32552430;0;Codiereinrichtung;Coding equipment
32552500;2;Bürofernschreiber;Teletext apparatus
32552510;5;Videotexterminals;Videotext terminals
32552520;8;Fernschreibgeräte;Telex equipment
